MU: -1.997284e+00 -2.362259e+00 1.503819e+00 -8.928034e-01 -2.458396e-01 
algo,mean,variance,S,tail
nv,6.359767e-03,3.375780e-03,5,2.000000e-01
gl,2.324690e-03,3.570642e-04,5,2.000000e-01
nv,6.331435e-03,3.360319e-03,5,2.000000e-01
gl,2.324696e-03,3.556203e-04,5,2.000000e-01
nv,6.308848e-03,3.344988e-03,5,2.000000e-01
gl,2.318571e-03,3.540134e-04,5,2.000000e-01
nv,6.287615e-03,3.329786e-03,5,2.000000e-01
gl,2.311072e-03,3.524109e-04,5,2.000000e-01
nv,6.614977e-03,3.583859e-03,5,2.000000e-01
gl,2.305971e-03,3.508540e-04,5,2.000000e-01
nv,6.584909e-03,3.567760e-03,5,2.000000e-01
gl,2.298325e-03,3.492804e-04,5,2.000000e-01
nv,6.555339e-03,3.551801e-03,5,2.000000e-01
gl,2.293293e-03,3.477277e-04,5,2.000000e-01
nv,6.564505e-03,3.538806e-03,5,2.000000e-01
gl,2.295565e-03,3.463877e-04,5,2.000000e-01
nv,6.540000e-03,3.523112e-03,5,2.000000e-01
gl,2.286929e-03,3.448578e-04,5,2.000000e-01
nv,6.510804e-03,3.507567e-03,5,2.000000e-01
gl,2.281583e-03,3.433379e-04,5,2.000000e-01
nv,6.492933e-03,3.492287e-03,5,2.000000e-01
gl,2.276050e-03,3.418537e-04,5,2.000000e-01
nv,6.466106e-03,3.476996e-03,5,2.000000e-01
gl,2.302287e-03,3.421120e-04,5,2.000000e-01
nv,6.437621e-03,3.461856e-03,5,2.000000e-01
gl,2.319901e-03,3.412846e-04,5,2.000000e-01
nv,6.409518e-03,3.446845e-03,5,2.000000e-01
gl,2.315897e-03,3.398117e-04,5,2.000000e-01
nv,6.391834e-03,3.432077e-03,5,2.000000e-01
gl,2.309530e-03,3.383539e-04,5,2.000000e-01
nv,6.364043e-03,3.417326e-03,5,2.000000e-01
gl,2.300329e-03,3.369082e-04,5,2.000000e-01
nv,6.342684e-03,3.402710e-03,5,2.000000e-01
gl,2.294460e-03,3.354820e-04,5,2.000000e-01
nv,6.316034e-03,3.388202e-03,5,2.000000e-01
gl,2.288129e-03,3.340578e-04,5,2.000000e-01
nv,6.289056e-03,3.373823e-03,5,2.000000e-01
gl,2.309203e-03,3.344600e-04,5,2.000000e-01
nv,6.268162e-03,3.359575e-03,5,2.000000e-01
gl,2.322264e-03,3.339237e-04,5,2.000000e-01
nv,6.241489e-03,3.345439e-03,5,2.000000e-01
gl,2.313885e-03,3.325252e-04,5,2.000000e-01
nv,6.215042e-03,3.331422e-03,5,2.000000e-01
gl,2.311964e-03,3.311709e-04,5,2.000000e-01
nv,6.188987e-03,3.317520e-03,5,2.000000e-01
gl,2.304071e-03,3.297943e-04,5,2.000000e-01
nv,6.279748e-03,3.332805e-03,5,2.000000e-01
