MU: 7.690903e-01 1.045132e+00 2.185166e+00 -1.840982e+00 -2.228688e+00 
algo,mean,variance,S,tail
nv,4.052143e-03,2.700544e-03,5,2.500000e-01
gl,1.163762e-03,1.240660e-04,5,2.500000e-01
nv,3.981053e-03,2.653367e-03,5,2.500000e-01
gl,1.144580e-03,1.219443e-04,5,2.500000e-01
nv,3.912414e-03,2.607809e-03,5,2.500000e-01
gl,1.126015e-03,1.198941e-04,5,2.500000e-01
nv,5.528983e-03,4.221755e-03,5,2.500000e-01
gl,1.114259e-03,1.179054e-04,5,2.500000e-01
nv,5.436833e-03,4.151777e-03,5,2.500000e-01
gl,1.103788e-03,1.159838e-04,5,2.500000e-01
nv,5.347705e-03,4.084080e-03,5,2.500000e-01
gl,1.087542e-03,1.141264e-04,5,2.500000e-01
nv,5.261452e-03,4.018556e-03,5,2.500000e-01
gl,1.077319e-03,1.123220e-04,5,2.500000e-01
nv,5.177937e-03,3.955101e-03,5,2.500000e-01
gl,1.062266e-03,1.105789e-04,5,2.500000e-01
nv,5.103125e-03,3.893581e-03,5,2.500000e-01
gl,1.051774e-03,1.088871e-04,5,2.500000e-01
nv,5.025692e-03,3.833972e-03,5,2.500000e-01
gl,1.143287e-03,1.139981e-04,5,2.500000e-01
nv,4.949545e-03,3.776171e-03,5,2.500000e-01
gl,1.129753e-03,1.123072e-04,5,2.500000e-01
nv,4.875672e-03,3.720087e-03,5,2.500000e-01
gl,1.115787e-03,1.106669e-04,5,2.500000e-01
nv,4.803971e-03,3.665644e-03,5,2.500000e-01
gl,1.103766e-03,1.090729e-04,5,2.500000e-01
nv,4.734348e-03,3.612772e-03,5,2.500000e-01
gl,2.057589e-03,7.598818e-04,5,2.500000e-01
nv,4.666714e-03,3.561403e-03,5,2.500000e-01
gl,2.030044e-03,7.492175e-04,5,2.500000e-01
nv,5.011972e-03,3.627613e-03,5,2.500000e-01
gl,2.010069e-03,7.388396e-04,5,2.500000e-01
nv,4.943056e-03,3.577497e-03,5,2.500000e-01
gl,1.989489e-03,7.287515e-04,5,2.500000e-01
nv,4.875342e-03,3.528754e-03,5,2.500000e-01
gl,1.976877e-03,7.189584e-04,5,2.500000e-01
nv,4.809459e-03,3.481321e-03,5,2.500000e-01
gl,1.957709e-03,7.093990e-04,5,2.500000e-01
nv,4.745333e-03,3.435146e-03,5,2.500000e-01
gl,1.934011e-03,7.000950e-04,5,2.500000e-01
nv,4.682895e-03,3.390180e-03,5,2.500000e-01
gl,1.910586e-03,6.910330e-04,5,2.500000e-01
nv,4.622597e-03,3.346371e-03,5,2.500000e-01
gl,1.899591e-03,6.821921e-04,5,2.500000e-01
nv,4.563333e-03,3.303684e-03,5,2.500000e-01
gl,1.878284e-03,6.735821e-04,5,2.500000e-01
nv,4.509241e-03,3.262051e-03,5,2.500000e-01
gl,1.856107e-03,6.651908e-04,5,2.500000e-01
nv,4.452875e-03,3.221475e-03,5,2.500000e-01
gl,1.900405e-03,6.586202e-04,5,2.500000e-01
nv,4.397901e-03,3.181897e-03,5,2.500000e-01
gl,1.890454e-03,6.506147e-04,5,2.500000e-01
nv,4.344268e-03,3.143279e-03,5,2.500000e-01
gl,1.874723e-03,6.427976e-04,5,2.500000e-01
nv,4.291928e-03,3.105588e-03,5,2.500000e-01
gl,1.854052e-03,6.351719e-04,5,2.500000e-01
nv,4.240833e-03,3.068789e-03,5,2.500000e-01
gl,1.833733e-03,6.277257e-04,5,2.500000e-01
nv,4.190941e-03,3.032853e-03,5,2.500000e-01
gl,1.817327e-03,6.204442e-04,5,2.500000e-01
nv,4.142209e-03,2.997748e-03,5,2.500000e-01
gl,1.799256e-03,6.133337e-04,5,2.500000e-01
nv,4.094598e-03,2.963447e-03,5,2.500000e-01
gl,1.784524e-03,6.063776e-04,5,2.500000e-01
nv,4.048068e-03,2.929921e-03,5,2.500000e-01
gl,1.770803e-03,5.995777e-04,5,2.500000e-01
nv,4.002584e-03,2.897146e-03,5,2.500000e-01
gl,1.752789e-03,5.929377e-04,5,2.500000e-01
nv,3.958111e-03,2.865096e-03,5,2.500000e-01
gl,1.737823e-03,5.864389e-04,5,2.500000e-01
nv,3.914615e-03,2.833747e-03,5,2.500000e-01
gl,1.723630e-03,5.800794e-04,5,2.500000e-01
nv,3.872065e-03,2.803077e-03,5,2.500000e-01
gl,1.707880e-03,5.738590e-04,5,2.500000e-01
nv,3.830430e-03,2.773064e-03,5,2.500000e-01
gl,1.691294e-03,5.677738e-04,5,2.500000e-01
nv,3.789681e-03,2.743686e-03,5,2.500000e-01
gl,1.677113e-03,5.618113e-04,5,2.500000e-01
nv,3.749789e-03,2.714925e-03,5,2.500000e-01
gl,1.674644e-03,5.560111e-04,5,2.500000e-01
nv,3.710833e-03,2.686759e-03,5,2.500000e-01
gl,1.662682e-03,5.502951e-04,5,2.500000e-01
nv,3.726495e-03,2.661585e-03,5,2.500000e-01
gl,1.682306e-03,5.454155e-04,5,2.500000e-01
nv,3.688469e-03,2.634539e-03,5,2.500000e-01
gl,1.668153e-03,5.399216e-04,5,2.500000e-01
nv,3.651212e-03,2.608037e-03,5,2.500000e-01
gl,1.652666e-03,5.345408e-04,5,2.500000e-01
nv,3.614700e-03,2.582062e-03,5,2.500000e-01
gl,1.643148e-03,5.292674e-04,5,2.500000e-01
nv,3.578911e-03,2.556600e-03,5,2.500000e-01
gl,1.635005e-03,5.240948e-04,5,2.500000e-01
nv,3.543824e-03,2.531635e-03,5,2.500000e-01
gl,1.630276e-03,5.190536e-04,5,2.500000e-01
nv,3.509417e-03,2.507153e-03,5,2.500000e-01
gl,1.617284e-03,5.140760e-04,5,2.500000e-01
nv,3.476731e-03,2.483134e-03,5,2.500000e-01
gl,1.618423e-03,5.093476e-04,5,2.500000e-01
nv,3.443619e-03,2.459577e-03,5,2.500000e-01
gl,1.609693e-03,5.045502e-04,5,2.500000e-01
nv,3.411132e-03,2.436462e-03,5,2.500000e-01
gl,1.604877e-03,4.998675e-04,5,2.500000e-01
nv,3.379252e-03,2.413778e-03,5,2.500000e-01
gl,1.590642e-03,4.952566e-04,5,2.500000e-01
nv,3.359074e-03,2.391571e-03,5,2.500000e-01
gl,1.585555e-03,4.907369e-04,5,2.500000e-01
nv,3.328257e-03,2.369713e-03,5,2.500000e-01
gl,1.572855e-03,4.862906e-04,5,2.500000e-01
nv,3.298000e-03,2.348250e-03,5,2.500000e-01
gl,1.560069e-03,4.819242e-04,5,2.500000e-01
nv,3.268288e-03,2.327173e-03,5,2.500000e-01
gl,1.560413e-03,4.778133e-04,5,2.500000e-01
nv,3.239107e-03,2.306471e-03,5,2.500000e-01
gl,1.550678e-03,4.736043e-04,5,2.500000e-01
nv,3.210442e-03,2.286133e-03,5,2.500000e-01
gl,1.539892e-03,4.694622e-04,5,2.500000e-01
nv,3.185965e-03,2.266144e-03,5,2.500000e-01
gl,1.527599e-03,4.653940e-04,5,2.500000e-01
nv,3.158261e-03,2.246508e-03,5,2.500000e-01
gl,1.518510e-03,4.613931e-04,5,2.500000e-01
nv,3.131034e-03,2.227211e-03,5,2.500000e-01
gl,1.529827e-03,4.580630e-04,5,2.500000e-01
nv,3.104274e-03,2.208242e-03,5,2.500000e-01
gl,1.518251e-03,4.541945e-04,5,2.500000e-01
nv,3.077966e-03,2.189593e-03,5,2.500000e-01
gl,1.507394e-03,4.503898e-04,5,2.500000e-01
nv,3.052101e-03,2.171256e-03,5,2.500000e-01
gl,1.500018e-03,4.466446e-04,5,2.500000e-01
nv,3.026667e-03,2.153225e-03,5,2.500000e-01
gl,1.493934e-03,4.429626e-04,5,2.500000e-01
nv,3.001653e-03,2.135490e-03,5,2.500000e-01
gl,1.493729e-03,4.393503e-04,5,2.500000e-01
nv,2.977049e-03,2.118045e-03,5,2.500000e-01
gl,1.482496e-03,4.357910e-04,5,2.500000e-01
nv,2.952846e-03,2.100882e-03,5,2.500000e-01
gl,1.473937e-03,4.322857e-04,5,2.500000e-01
nv,2.929032e-03,2.083996e-03,5,2.500000e-01
gl,1.483971e-03,4.292012e-04,5,2.500000e-01
nv,2.912240e-03,2.067395e-03,5,2.500000e-01
gl,1.477350e-03,4.258107e-04,5,2.500000e-01
nv,2.889127e-03,2.051041e-03,5,2.500000e-01
gl,1.466540e-03,4.224701e-04,5,2.500000e-01
nv,3.422126e-03,2.230036e-03,5,2.500000e-01
gl,1.463431e-03,4.192273e-04,5,2.500000e-01
nv,3.395391e-03,2.212691e-03,5,2.500000e-01
gl,1.489959e-03,4.172031e-04,5,2.500000e-01
