MU: -3.050588e-01 7.329242e-01 1.279184e-01 2.306995e-01 3.996156e-01 
algo,mean,variance,S,tail
gl,8.052598e-01,1.846482e+00,5,3.000000e-02
nv,7.649360e-01,7.290332e-02,5,3.000000e-02
gl,8.044993e-01,1.824068e+00,5,3.000000e-02
nv,7.636671e-01,7.322023e-02,5,3.000000e-02
gl,8.036961e-01,1.794759e+00,5,3.000000e-02
nv,7.657425e-01,7.302555e-02,5,3.000000e-02
gl,8.044566e-01,1.781300e+00,5,3.000000e-02
nv,7.664066e-01,7.308983e-02,5,3.000000e-02
gl,8.081283e-01,1.786827e+00,5,3.000000e-02
nv,7.690505e-01,7.262816e-02,5,3.000000e-02
gl,8.106703e-01,1.760043e+00,5,3.000000e-02
nv,7.648720e-01,7.374571e-02,5,3.000000e-02
gl,8.084175e-01,1.733456e+00,5,3.000000e-02
nv,7.655261e-01,7.348768e-02,5,3.000000e-02
gl,8.033007e-01,1.709962e+00,5,3.000000e-02
nv,7.652873e-01,7.372426e-02,5,3.000000e-02
gl,8.024632e-01,1.689841e+00,5,3.000000e-02
nv,7.674857e-01,7.303748e-02,5,3.000000e-02
gl,8.013894e-01,1.680046e+00,5,3.000000e-02
nv,7.670180e-01,7.375091e-02,5,3.000000e-02
gl,8.017711e-01,1.667332e+00,5,3.000000e-02
nv,7.680298e-01,7.366053e-02,5,3.000000e-02
gl,8.069716e-01,1.672440e+00,5,3.000000e-02
nv,7.671523e-01,7.424909e-02,5,3.000000e-02
gl,8.067799e-01,1.660166e+00,5,3.000000e-02
nv,7.677379e-01,7.430073e-02,5,3.000000e-02
gl,8.040816e-01,1.642765e+00,5,3.000000e-02
nv,7.664216e-01,7.443262e-02,5,3.000000e-02
gl,7.990658e-01,1.622230e+00,5,3.000000e-02
nv,7.673420e-01,7.425254e-02,5,3.000000e-02
gl,7.991833e-01,1.613986e+00,5,3.000000e-02
nv,7.667737e-01,7.476120e-02,5,3.000000e-02
gl,7.976035e-01,1.594961e+00,5,3.000000e-02
nv,7.647094e-01,7.541084e-02,5,3.000000e-02
gl,7.923580e-01,1.575719e+00,5,3.000000e-02
nv,7.646149e-01,7.546594e-02,5,3.000000e-02
gl,7.891868e-01,1.555862e+00,5,3.000000e-02
nv,7.634707e-01,7.580533e-02,5,3.000000e-02
gl,7.856783e-01,1.537124e+00,5,3.000000e-02
nv,7.633895e-01,7.558795e-02,5,3.000000e-02
gl,7.901749e-01,1.536642e+00,5,3.000000e-02
nv,7.640784e-01,7.543002e-02,5,3.000000e-02
gl,7.932988e-01,1.532318e+00,5,3.000000e-02
nv,7.627125e-01,7.588968e-02,5,3.000000e-02
gl,7.967474e-01,1.525123e+00,5,3.000000e-02
nv,7.619360e-01,7.585503e-02,5,3.000000e-02
gl,7.928161e-01,1.508217e+00,5,3.000000e-02
nv,7.593121e-01,7.642838e-02,5,3.000000e-02
gl,7.920549e-01,1.511300e+00,5,3.000000e-02
nv,7.588539e-01,7.634026e-02,5,3.000000e-02
gl,7.888425e-01,1.495177e+00,5,3.000000e-02
nv,7.546340e-01,7.759409e-02,5,3.000000e-02
gl,7.838862e-01,1.479651e+00,5,3.000000e-02
nv,7.540827e-01,7.783552e-02,5,3.000000e-02
gl,7.803778e-01,1.464590e+00,5,3.000000e-02
nv,7.522907e-01,7.847276e-02,5,3.000000e-02
gl,7.870520e-01,1.554460e+00,5,3.000000e-02
nv,7.545488e-01,7.807993e-02,5,3.000000e-02
gl,7.933371e-01,1.622150e+00,5,3.000000e-02
nv,7.548911e-01,7.791391e-02,5,3.000000e-02
gl,7.892526e-01,1.606015e+00,5,3.000000e-02
nv,7.545575e-01,7.775568e-02,5,3.000000e-02
gl,7.883108e-01,1.592098e+00,5,3.000000e-02
nv,7.537785e-01,7.815584e-02,5,3.000000e-02
gl,7.879974e-01,1.579546e+00,5,3.000000e-02
nv,7.539560e-01,7.799466e-02,5,3.000000e-02
