MU: 8.385169e-01 -6.699924e-01 -1.599249e+00 1.257455e+00 1.250238e+00 
algo,mean,variance,S,tail
gl,1.221410e-01,2.179304e+00,5,1.000000e-01
nv,1.244800e-01,6.903041e-02,5,1.000000e-01
gl,1.204302e-01,2.140535e+00,5,1.000000e-01
nv,1.227938e-01,6.799904e-02,5,1.000000e-01
gl,1.184560e-01,2.103136e+00,5,1.000000e-01
nv,1.253240e-01,6.966749e-02,5,1.000000e-01
gl,1.167050e-01,2.066993e+00,5,1.000000e-01
nv,1.252867e-01,6.911054e-02,5,1.000000e-01
gl,1.150895e-01,2.032065e+00,5,1.000000e-01
nv,1.235593e-01,6.813526e-02,5,1.000000e-01
gl,1.137292e-01,1.998344e+00,5,1.000000e-01
nv,1.228762e-01,6.748649e-02,5,1.000000e-01
gl,1.123752e-01,1.965679e+00,5,1.000000e-01
nv,1.245149e-01,6.820022e-02,5,1.000000e-01
gl,1.113521e-01,1.934167e+00,5,1.000000e-01
nv,1.243974e-01,6.838248e-02,5,1.000000e-01
gl,1.097537e-01,1.903579e+00,5,1.000000e-01
nv,1.259821e-01,6.969726e-02,5,1.000000e-01
gl,1.083388e-01,1.873916e+00,5,1.000000e-01
nv,1.246858e-01,6.881347e-02,5,1.000000e-01
gl,1.069705e-01,1.845168e+00,5,1.000000e-01
nv,1.252011e-01,6.928617e-02,5,1.000000e-01
gl,1.055739e-01,1.817298e+00,5,1.000000e-01
nv,1.276576e-01,7.112828e-02,5,1.000000e-01
gl,1.046666e-01,1.790231e+00,5,1.000000e-01
nv,1.266957e-01,7.048697e-02,5,1.000000e-01
gl,1.034916e-01,1.763972e+00,5,1.000000e-01
nv,1.292657e-01,7.163518e-02,5,1.000000e-01
gl,1.024011e-01,1.738469e+00,5,1.000000e-01
nv,1.289033e-01,7.189202e-02,5,1.000000e-01
gl,1.013242e-01,1.713729e+00,5,1.000000e-01
nv,1.275029e-01,7.104592e-02,5,1.000000e-01
gl,1.004251e-01,1.689662e+00,5,1.000000e-01
nv,1.274915e-01,7.098938e-02,5,1.000000e-01
gl,9.967663e-02,1.666245e+00,5,1.000000e-01
nv,1.273878e-01,7.104936e-02,5,1.000000e-01
gl,9.916867e-02,1.643564e+00,5,1.000000e-01
nv,1.265841e-01,7.029526e-02,5,1.000000e-01
gl,9.848984e-02,1.621428e+00,5,1.000000e-01
nv,1.276839e-01,7.097844e-02,5,1.000000e-01
gl,9.733865e-02,1.599881e+00,5,1.000000e-01
nv,1.275895e-01,7.064068e-02,5,1.000000e-01
gl,9.616689e-02,1.578906e+00,5,1.000000e-01
nv,1.283568e-01,7.151748e-02,5,1.000000e-01
gl,9.535838e-02,1.558452e+00,5,1.000000e-01
nv,1.276206e-01,7.082445e-02,5,1.000000e-01
gl,9.504080e-02,1.538619e+00,5,1.000000e-01
nv,1.272845e-01,7.068958e-02,5,1.000000e-01
gl,9.397659e-02,1.519209e+00,5,1.000000e-01
nv,1.266568e-01,7.051071e-02,5,1.000000e-01
gl,9.322845e-02,1.500264e+00,5,1.000000e-01
nv,1.273675e-01,7.086443e-02,5,1.000000e-01
gl,9.272226e-02,1.481903e+00,5,1.000000e-01
